拠点名,DB名,郵便番号,住所,電話番号
小野町子育て世代包括支援センター,ネット検索,9633400,小野町大字小野新町字中通2,0247-72-2212
かわまた認定こども園,ネット検索,9601400,川俣町字川原田46,024-572-6188
子育てほっとステーション,ネット検索,9601400,川俣町字樋ノ口12,024-566-2111
平田村こども家庭センター「あるくす」,ネット検索,9638100,平田村大字永田字広町34,0247-55-3119
広野町子育て世代包括支援センター,ネット検索,9790400,広野町大字下北迫字苗代替35,0240-27-2115
新地町児童館,ネット検索,9792700,新地町小川字北原15番地の1,0244-62-4432
さくらんぼひろば,ネット検索,9691100,本宮市本宮字中條16,0243-34-5270
本宮市五百川幼保総合施設 地域子育て支援センター,ネット検索,9691104,本宮市荒井字山神23-1,0243-33-4370
本宮市民元気いきいき応援プラザ「えぽか」,ネット検索,9691100,本宮市本宮字千代田60-1,0243-63-2780
桑折町地域子育て支援センター,ネット検索,9691600,桑折町大字上郡字弁慶20-1,024-582-1133
棚倉町子どもセンター,ネット検索,9636131,棚倉町大字棚倉字城跡３４－１,0247-57-5310
楢葉町子育て支援センター,ネット検索,9790600,楢葉町大字北田字中満296-1,0240-26-0808
にこにこ広場,ネット検索,9636204,浅川町大字簑輪字坂前137,0247-36-4123
子育てサロン日向ぼっこ,ネット検索,9693100,猪苗代町字五百苅132-2,0242-62-5167
田村市子育て支援センター,ネット検索,9634312,田村市船引町船引字下川原1-18,0247-82-1510
認定こども園 わかくさ,ネット検索,9634312,田村市船引町船引字平舘66,0247-82-4111
おひさまひろば,ネット検索,9610905,白河市本町2 マイタウン白河内,0248-27-2090
たんぽぽサロン,ネット検索,9610011,白河市久田野城内31 サンフレッシュ白河内,0248-21-7337
ひがし子育て広場,ネット検索,9610303,白河市東釜子狐内47 東図書館内,0248-27-2090
大信子育て広場,ネット検索,9690309,白河市大信町屋字沢田18 大信保健センター,0248-27-2090
相馬愛育園,ネット検索,9760037,相馬市中野字清水172-2,0244-36-5591
矢吹町子育て支援センターにこにこひろば,ネット検索,9690236,矢吹町小松14,0248-21-8722
カンガルーくらぶ,ネット検索,9635100,矢祭町大字中石井字御殿川原１,0247-34-1050
いしかわスキッズひろば,ネット検索,9637800,石川町字関根165番地,0247-26-9150
あいあい子育て支援センター,ネット検索,9601241,福島市松川町字石合町19-1,090-7424-2838
あすなろ子育て支援センター,ネット検索,9608156,福島市田沢字姥懐3-1,024-549-1280
あづま子育て支援センター,ネット検索,9608057,福島市笹木野字下屋敷46-3,024-557-3366
あゆみ子育て支援センター,ネット検索,9600112,福島市南矢野目字中屋敷62-1,024-555-6810
いいざか子育て支援センター,ネット検索,9600201,福島市飯坂町字桜下１１－９,024-597-6679
おかやま子育て支援センター,ネット検索,9608204,福島市岡部字倉ノ内89,024-535-8846
こじか子育て支援センター,ネット検索,9608163,福島市方木田字前白家9-12,024-545-7675
ごうのめ子育て支援センター,ネット検索,9608161,福島市郷野目字上１４,024- 563-4740
さくらみなみ子育て支援センター,ネット検索,9601103,福島市平石字堰ノ上34,024-546-2844
さくらんぼ子育て支援センター,ネット検索,9608055,福島市野田町五丁目4-50,024-597-6309
さくら子育て支援センター,ネット検索,9608141,福島市渡利字大豆塚7,024-563-7222
さゆり子育て支援センター,ネット検索,9608076,福島市上野寺字東1-1,024-533-1013
せのうえ子育て支援センター,ネット検索,9600101,福島市瀬上町字寺後6,024-553-5390
たんぽぽ第二子育て支援センター,ネット検索,9608253,福島市泉字仲田8-9,024-555-0045
ちゅうりっぷ子育て支援センター,ネット検索,,福島市大森字日蔭92,024-545-8718
とやの子育て支援センター,ネット検索,9608152,福島市鳥谷野字梅ノ木内15,024-545-2832
にわさか子育て支援センター,ネット検索,9602261,福島市町庭坂字呑塚28,024-591-5340
ふくしま信陵子育て支援センター,ネット検索,9608251,福島市北沢又字上日行壇3-43,024-563-4005
ほくしん子育て支援センター,ネット検索,9600113,福島市北矢野目字江下2-1,024-552-2774
ゆかり子育て支援センター,ネット検索,9600111,福島市丸子字沢目42-1,024-552-1315
わかば子育てセンター,ネット検索,9608107,福島市浜田町4-5,024-525-6449
三育子育て支援センター,ネット検索,9600241,福島市笹谷字城場6-2,024-558-3319
子育て支援センターみんなの家＠ふくしま,ネット検索,9600241,福島市笹谷字清水１４－１２,024-572-4690
西会津町子育て支援センター,ネット検索,9694402,耶麻郡西会津町尾野本字新森野53,0241-45-4332
つどいの広場,ネット検索,9610000,西郷村大字熊倉字折口原96-1,0248-25-5454
子ども子育ち応援センター,ネット検索,9610000,西郷村大字真船字芝原530番地1,080-6046-0257
北部地域子育て支援センター,ネット検索,9638071,郡山市富久山町久保田字伊賀河原44-1,024-924-0055
南部地域子育て支援センター,ネット検索,9630111,郡山市安積町荒井字南赤坂268-2,024-945-2404
東部地域子育て支援センター,ネット検索,9630702,郡山市緑ヶ丘東三丁目2-1,024-943-0411
西部地域子育て支援センター,ネット検索,9630201,郡山市大槻町字宮ノ前78-4,024-951-7800
郡山市こども総合支援センター,ネット検索,9638025,郡山市桑野一丁目2-3,024-924-2525
つどいの広場,ネット検索,9690400,鏡石町東町286,0248-62-7278
岡ノ内保育園,ネット検索,9690400,鏡石町岡ノ内14-8,0248-62-7068
認定こども園 ぶどうの木,ネット検索,9690400,鏡石町前山72,0248-92-3213
認定こども園こどもの杜岡ノ内幼稚園,ネット検索,9690400,鏡石町岡ノ内556,0248-62-5035
プリムラこども園子育て支援センター「にこにこひろば」,ネット検索,9620001,須賀川市森宿字安積田184-1,0248-76-4218
大東こども園子育て支援センター,ネット検索,9620721,須賀川市雨田字高屋敷8-1,0248-79-3318
天泉こども園子育て支援センター「つぼみ」,ネット検索,9620841,須賀川市上北町18,0248-76-1653
白江こども園子育て支援センター,ネット検索,9620312,須賀川市大久保字室貫26,0248-65-2177
白鳩保育園子育て支援センター「ぽっぽクラブ」,ネット検索,9620838,須賀川市南町170,0248-73-4541
認定こども園くるみの木 子育て支援センター「くるみ」,ネット検索,9620015,須賀川市日向町194,0248-94-2129
長沼こども園子育て支援センター,ネット検索,9620203,須賀川市長沼字南延命寺1,0248-94-2047
須賀川市民交流センター こどもセンター内子育て支援センター,ネット検索,9620845,須賀川市中町4番地1,0248-76-6687
鮫川村地域子育て支援センター,ネット検索,9638400,鮫川村大字赤坂西野字酒垂3-3,0247-29-1010
三種町子育て支援センター,ネット検索,0182304,山本郡三種町豊岡金田字森沢1-2（みっしゅ）,0185-74-7758
五城目町地域子育て支援センターこどもの木,ネット検索,0181700,五城目町字羽黒前76-1(もりやまこども園),018-852-3805
わいわい広場さくらっこ,ネット検索,0181500,井川町坂本字山崎49-1(子育て支援多世代交流館「みなくる」),018-838-6913
八峰町子育て支援センターあいあい,ネット検索,0182500,八峰町峰浜水沢字稲荷堂後116-1,0185-74-6173
八郎潟町子育て支援センターにゃんぱち子育てらんど 八郎潟町字中田67-4(八郎潟町えきまえ交流館はちパル),ネット検索,,,018-827-5602
うさちゃんひろば,ネット検索,0140203,大仙市北長野字袴田95(中仙市民会館),080-2845-9267
つなっこひろば,ネット検索,0192112,大仙市刈和野字愛宕下24-1(大綱交流館内 幼児室),080-8214-8159
にこにここども園子育て支援室なかよしルーム,ネット検索,0140515,仙北市西木町門屋字六本杉2-1,0187-47-2525
ひのきないこども園子育て支援室さくらんぼルーム,ネット検索,0140602,仙北市西木町桧木内字高屋137,0187-48-2345
まるこのひろば,ネット検索,0140022,大仙市大花町1-7(大花都市再生住宅),0187-63-2344
中仙子育て支援センターわんぱく広場,ネット検索,0140207,大仙市長野字新山131(なかせんワイワイらんど),0187-56-4139
仙北市地域子育て支援拠点事業「さくラッコ」,ネット検索,0140311,仙北市角館町田町上丁69-1(仙北市子育て支援施設),080-1663-4494
千畑子育て支援センター,ネット検索,0140000,美郷町土崎字上野乙31(千畑なかよし園),0187-85-3115
協和子育て支援センターきらきらひろば,ネット検索,0192412,大仙市協和荒川字下谷地53(協和まほろばこども園),018-892-3426
南外子育て支援センターぞうさんくらぶ,ネット検索,0140000,大仙市南外字梨木田96-1(つきの木こども園),0187-73-1088
生保内地区子育て支援センターだしっこルーム,ネット検索,0141201,仙北市田沢湖生保内字武蔵野117-263(だしのこ園),0187-43-1025
神代地区子育て支援センタ-わいわい広場,ネット検索,0141114,仙北市田沢湖神代字珍重屋敷89-3(神代こども園),0187-44-2502
西仙北子育て支援センター みつばっ子げんきひろば 大仙市大沢郷宿字山田178-1(みつば保育園),ネット検索,,,0187-87-7130
角館地区子育て支援センターおひさまルーム,ネット検索,0140368,仙北市角館町中菅沢91-1(角館こども園),0187-53-2918
おおた子育て支援センターたんぽぽ広場,ネット検索,0191601,大仙市太田町横沢字窪関南515-4(おおたわんぱくランド・すくすく園),0187-86-9110
仁賀保子育て支援センターなかよし,ネット検索,0180411,にかほ市院内字嶋田70(にかほ保育園),0184-32-3200
仙北子育て支援センターわくわく広場,ネット検索,0140805,大仙市高梨字大嶋367(せんぼくちびっこらんど・わかば園),0187-63-1143
四ツ屋こども園よつやっこ広場,ネット検索,0140102,大仙市四ツ屋字西下瀬159,0187-66-1517
大曲中央こども園めんちょこ広場,ネット検索,0140053,大仙市大曲花園町4-88,0187-62-1027
大曲駅前こども園かがやき広場,ネット検索,0140027,大仙市大曲通町1-43,0187-63-5118
大潟村子育て支援センター,ネット検索,0100451,大潟村字中央5-1(大潟こども園),0185-45-2345
岩城子育て支援センター,ネット検索,0181301,由利本荘市岩城内道川字水呑場27-1(岩城児童センター),0184-73-3612
本荘子育て支援センターあいあい,ネット検索,,由利本荘市石脇字田尻30-12(本荘子育て支援センターあいあい),0184-28-5535
本荘子育て支援センターあおぞら,ネット検索,0150074,由利本荘市桜小路1-5(由利本荘市こどもプラザ「あおぞら」),0184-22-3489
矢島子育て支援センター,ネット検索,0150411,由利本荘市矢島町城内字八森下515(矢島保育園),0184-27-5656
神岡子育て支援センターおひさまひろば,ネット検索,0191701,大仙市神宮寺字中瀬古川敷31-4(すくすくだけっこ園),0187-72-2148
象潟上郷地域子育て支援センター星城ひろば,ネット検索,0180153,にかほ市象潟町小滝字舞台64-2（星城こども園）,0184-44-2314
